id,label
365,frog
366,frog
367,cat
368,truck
369,ship
370,bird
371,frog
372,dog
373,cat
374,airplane
375,truck
376,airplane
377,frog
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,ship
385,deer
386,bird
387,ship
388,horse
389,airplane
390,cat
391,frog
392,frog
393,bird
394,frog
395,frog
396,bird
397,frog
398,deer
399,dog
400,dog
401,automobile
402,truck
403,deer
404,airplane
405,deer
406,airplane
407,automobile
408,truck
409,bird
410,bird
411,horse
412,cat
413,ship
414,airplane
415,automobile
416,frog
417,automobile
418,bird
419,bird
420,dog
421,frog
422,airplane
423,ship
424,deer
425,ship
426,airplane
427,truck
428,bird
429,automobile
430,frog
431,frog
432,frog
433,deer
434,airplane
435,truck
436,deer
437,automobile
438,truck
439,automobile
440,bird
441,automobile
442,airplane
443,horse
444,frog
445,ship
446,dog
447,horse
448,truck
449,airplane
450,airplane
451,frog
452,frog
453,bird
454,airplane
455,horse
456,airplane
457,deer
458,cat
459,bird
460,truck
461,automobile
462,automobile
463,horse
464,bird
465,ship
466,airplane
467,frog
468,bird
469,frog
470,frog
471,horse
472,ship
473,frog
474,airplane
475,cat
476,dog
477,truck
478,horse
479,frog
480,deer
481,horse
482,ship
483,bird
484,automobile
485,dog
486,airplane
487,frog
488,horse
489,ship
490,airplane
491,truck
492,ship
493,frog
494,deer
495,automobile
496,horse
497,ship
498,frog
499,frog
500,automobile
501,ship
502,dog
503,bird
504,truck
505,truck
506,dog
507,dog
508,automobile
509,dog
510,automobile
511,dog
512,automobile
513,frog
514,deer
515,airplane
516,ship
517,ship
518,ship
519,ship
520,automobile
521,truck
522,dog
523,horse
524,automobile
525,frog
526,deer
527,airplane
528,dog
529,frog
530,airplane
531,dog
532,frog
533,bird
534,bird
535,frog
536,bird
537,airplane
538,automobile
539,truck
540,truck
541,truck
542,cat
543,deer
544,horse
545,cat
546,deer
547,bird
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,deer
555,frog
556,deer
557,dog
558,ship
559,frog
560,bird
561,automobile
562,bird
563,frog
564,bird
565,ship
566,horse
567,bird
568,deer
569,cat
570,horse
571,ship
572,frog
573,bird
574,ship
575,bird
576,bird
577,truck
578,bird
579,ship
580,deer
581,frog
582,frog
583,frog
584,truck
585,frog
586,frog
587,deer
588,airplane
589,airplane
590,deer
591,horse
592,deer
593,truck
594,horse
595,frog
596,deer
597,cat
598,truck
599,cat
600,bird
601,truck
602,automobile
603,frog
604,truck
605,automobile
606,horse
607,bird
608,cat
609,horse
610,truck
611,deer
612,cat
613,automobile
614,ship
615,cat
616,deer
617,automobile
618,deer
619,horse
620,deer
621,frog
622,truck
623,cat
624,ship
625,bird
626,truck
627,ship
628,horse
629,horse
630,dog
631,airplane
632,deer
633,truck
634,horse
635,horse
636,ship
637,bird
638,deer
639,airplane
640,cat
641,frog
642,cat
643,deer
644,airplane
645,truck
646,automobile
647,truck
648,horse
649,frog
650,airplane
651,automobile
652,truck
653,dog
654,cat
655,bird
656,cat
657,frog
658,truck
659,deer
660,deer
661,frog
662,ship
663,ship
664,airplane
665,automobile
666,ship
667,frog
668,automobile
669,frog
670,truck
671,bird
672,bird
673,frog
674,airplane
675,horse
676,truck
677,cat
678,automobile
679,cat
680,cat
681,bird
682,cat
683,airplane
684,horse
685,bird
686,ship
687,frog
688,cat
689,deer
690,frog
691,bird
692,airplane
693,deer
694,automobile
695,automobile
696,truck
697,bird
698,automobile
699,automobile
700,frog
701,truck
702,cat
703,truck
704,cat
705,cat
706,cat
707,frog
708,horse
709,bird
710,deer
711,frog
712,automobile
713,cat
714,deer
715,automobile
716,automobile
717,cat
718,frog
719,cat
720,dog
721,truck
722,frog
723,bird
724,dog
725,bird
726,bird
727,bird
728,deer
729,ship
730,bird
731,ship
732,cat
733,truck
734,bird
735,cat
736,automobile
737,frog
738,cat
739,cat
740,horse
741,bird
742,dog
743,automobile
744,cat
745,airplane
746,deer
747,ship
748,truck
749,dog
750,automobile
751,truck
752,ship
753,automobile
754,truck
755,airplane
756,automobile
757,cat
758,cat
759,frog
760,automobile
761,automobile
762,deer
763,deer
764,dog
765,airplane
766,ship
767,deer
768,truck
769,bird
770,ship
771,airplane
772,horse
773,cat
774,dog
775,bird
776,automobile
777,airplane
778,bird
779,horse
780,horse
781,truck
782,deer
783,automobile
784,bird
785,frog
786,bird
787,dog
788,bird
789,bird
790,horse
791,bird
792,dog
793,cat
794,cat
795,horse
796,airplane
797,frog
798,frog
799,deer
800,airplane
801,frog
802,deer
803,deer
804,automobile
805,airplane
806,automobile
807,frog
808,cat
809,bird
810,frog
811,truck
812,horse
813,frog
814,bird
815,horse
816,truck
817,frog
818,ship
819,cat
820,deer
821,dog
822,deer
823,truck
824,ship
825,airplane
826,airplane
827,bird
828,deer
829,bird
830,cat
831,automobile
832,cat
833,bird
834,ship
835,truck
836,bird
837,truck
838,cat
839,dog
840,bird
841,horse
842,deer
843,dog
844,automobile
845,dog
846,frog
847,horse
848,bird
849,automobile
850,horse
851,ship
852,dog
853,horse
854,frog
855,dog
856,frog
857,ship
858,truck
859,dog
860,bird
861,automobile
862,automobile
863,cat
864,airplane
865,airplane
866,cat
867,deer
868,bird
869,airplane
870,frog
871,deer
872,horse
873,truck
874,bird
875,automobile
876,frog
877,cat
878,truck
879,frog
880,ship
881,truck
882,frog
883,deer
884,cat
885,bird
886,frog
887,cat
888,dog
889,horse
890,cat
891,bird
892,frog
893,ship
894,automobile
895,ship
896,frog
897,frog
898,frog
899,bird
900,bird
901,frog
902,truck
903,horse
904,truck
905,cat
906,bird
907,frog
908,bird
909,airplane
910,cat
911,cat
912,frog
913,deer
914,horse
915,truck
916,ship
917,bird
918,automobile
919,truck
920,dog
921,dog
922,frog
923,ship
924,automobile
925,frog
926,automobile
927,airplane
928,bird
929,automobile
930,truck
931,deer
932,bird
933,frog
934,horse
935,horse
936,airplane
937,frog
938,automobile
939,automobile
940,airplane
941,airplane
942,truck
943,truck
944,airplane
945,horse
946,bird
947,ship
948,truck
949,truck
950,frog
951,bird
952,bird
953,dog
954,cat
955,truck
956,truck
957,frog
958,deer
959,automobile
960,airplane
961,frog
962,frog
963,deer
964,airplane
965,dog
966,cat
967,frog
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,frog
974,frog
975,frog
976,deer
977,airplane
978,deer
979,truck
980,dog
981,cat
982,deer
983,ship
984,frog
985,airplane
986,bird
987,horse
988,frog
989,truck
990,cat
991,truck
992,ship
993,bird
994,automobile
995,deer
996,cat
997,truck
998,ship
999,horse
1000,frog
1001,bird
1002,airplane
1003,cat
1004,airplane
1005,cat
1006,cat
1007,ship
1008,automobile
1009,automobile
1010,cat
1011,cat
1012,deer
1013,automobile
1014,airplane
1015,frog
1016,horse
1017,ship
1018,bird
1019,cat
1020,automobile
1021,horse
1022,frog
1023,deer
1024,automobile
1025,airplane
1026,automobile
1027,cat
1028,bird
1029,cat
1030,dog
1031,horse
1032,airplane
1033,deer
1034,cat
1035,bird
1036,dog
1037,deer
1038,automobile
1039,dog
1040,airplane
1041,cat
1042,truck
1043,dog
1044,airplane
1045,dog
1046,airplane
1047,ship
1048,horse
1049,frog
1050,bird
1051,dog
1052,frog
1053,dog
1054,frog
1055,bird
1056,frog
1057,airplane
1058,deer
1059,bird
1060,horse
1061,cat
1062,bird
1063,truck
1064,automobile
1065,bird
1066,truck
1067,dog
1068,horse
1069,airplane
1070,bird
1071,cat
1072,deer
1073,horse
1074,frog
1075,bird
1076,truck
1077,frog
1078,frog
1079,truck
1080,cat
1081,deer
1082,dog
1083,deer
1084,ship
1085,ship
1086,truck
1087,horse
1088,deer
1089,bird
1090,airplane
1091,automobile
1092,ship
1093,truck
1094,automobile
1095,bird
1096,truck
1097,dog
1098,frog
1099,bird
1100,truck
1101,dog
1102,airplane
1103,cat
1104,automobile
1105,truck
1106,frog
1107,airplane
1108,truck
1109,truck
1110,ship
1111,bird
1112,horse
1113,ship
1114,frog
1115,deer
1116,bird
1117,truck
1118,deer
1119,airplane
1120,bird
1121,ship
1122,bird
1123,cat
1124,ship
1125,horse
1126,ship
1127,bird
1128,frog
1129,automobile
1130,airplane
1131,bird
1132,deer
1133,frog
1134,frog
1135,automobile
1136,frog
1137,frog
1138,ship
1139,horse
1140,horse
1141,frog
1142,cat
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,frog
1150,bird
1151,frog
1152,truck
1153,bird
1154,bird
1155,horse
1156,dog
1157,dog
1158,automobile
1159,airplane
1160,deer
1161,dog
1162,airplane
1163,airplane
1164,frog
1165,ship
1166,airplane
1167,airplane
1168,automobile
1169,bird
1170,cat
1171,frog
1172,truck
1173,automobile
1174,horse
1175,ship
1176,horse
1177,deer
1178,truck
1179,dog
1180,frog
1181,frog
1182,cat
1183,automobile
1184,deer
1185,truck
1186,bird
1187,dog
1188,cat
1189,bird
1190,cat
1191,frog
1192,ship
1193,automobile
1194,cat
1195,ship
1196,ship
1197,horse
1198,deer
1199,frog
1200,dog
1201,truck
1202,bird
1203,frog
1204,dog
1205,deer
1206,dog
1207,horse
1208,truck
1209,bird
1210,frog
1211,cat
1212,truck
1213,truck
1214,truck
1215,ship
1216,frog
1217,cat
1218,bird
1219,bird
1220,automobile
1221,cat
1222,ship
1223,dog
1224,bird
1225,ship
1226,automobile
1227,automobile
1228,cat
1229,automobile
1230,dog
1231,horse
1232,truck
1233,deer
1234,automobile
1235,automobile
1236,frog
1237,automobile
1238,cat
1239,cat
1240,automobile
1241,frog
1242,deer
1243,ship
1244,airplane
1245,truck
1246,bird
1247,horse
1248,airplane
1249,horse
1250,airplane
1251,frog
1252,deer
1253,airplane
1254,ship
1255,ship
1256,bird
1257,frog
1258,deer
1259,frog
1260,automobile
1261,cat
1262,bird
1263,bird
1264,bird
1265,truck
1266,frog
1267,cat
1268,frog
1269,truck
1270,dog
1271,frog
1272,airplane
1273,ship
1274,cat
1275,airplane
1276,frog
1277,bird
1278,horse
1279,ship
1280,frog
1281,cat
1282,ship
1283,frog
1284,frog
1285,truck
1286,bird
1287,deer
1288,horse
1289,cat
1290,frog
1291,automobile
1292,ship
1293,truck
1294,automobile
1295,truck
1296,deer
1297,truck
1298,horse
1299,airplane
1300,automobile
1301,automobile
1302,airplane
1303,deer
1304,deer
1305,horse
1306,bird
1307,deer
1308,deer
1309,airplane
1310,frog
1311,truck
1312,cat
1313,airplane
1314,frog
1315,deer
1316,automobile
1317,cat
1318,automobile
1319,cat
1320,truck
1321,cat
1322,frog
1323,airplane
1324,cat
1325,horse
1326,bird
1327,deer
1328,automobile
1329,horse
1330,airplane
1331,automobile
1332,ship
1333,cat
1334,truck
1335,dog
1336,dog
1337,cat
1338,ship
1339,automobile
1340,horse
1341,automobile
1342,bird
1343,airplane
1344,airplane
1345,automobile
1346,bird
1347,bird
1348,airplane
1349,horse
1350,frog
1351,dog
1352,bird
1353,bird
1354,deer
1355,deer
1356,truck
1357,dog
1358,bird
1359,dog
1360,dog
1361,automobile
1362,automobile
1363,deer
1364,deer
1365,bird
1366,truck
1367,deer
1368,truck
1369,frog
1370,automobile
1371,bird
1372,bird
1373,truck
1374,dog
1375,deer
1376,bird
1377,ship
1378,horse
1379,frog
1380,cat
1381,ship
1382,truck
1383,automobile
1384,bird
1385,truck
1386,truck
1387,ship
1388,bird
1389,deer
1390,dog
1391,bird
1392,cat
1393,deer
1394,ship
1395,bird
1396,horse
1397,deer
1398,truck
1399,airplane
1400,airplane
1401,truck
1402,ship
1403,deer
1404,automobile
1405,airplane
1406,cat
1407,cat
1408,bird
1409,cat
1410,cat
1411,deer
1412,cat
1413,truck
1414,horse
1415,truck
1416,dog
1417,ship
1418,frog
1419,horse
1420,bird
1421,truck
1422,ship
1423,frog
1424,bird
1425,airplane
1426,frog
1427,bird
1428,cat
1429,bird
1430,cat
1431,bird
1432,automobile
1433,frog
1434,frog
1435,automobile
1436,frog
1437,frog
1438,horse
1439,horse
1440,dog
1441,truck
1442,cat
1443,frog
1444,deer
1445,automobile
1446,frog
1447,cat
1448,bird
1449,horse
1450,deer
1451,airplane
1452,horse
1453,frog
1454,bird
1455,frog
1456,airplane
1457,bird
1458,horse
1459,ship
1460,airplane
1461,frog
1462,ship
1463,frog
1464,ship
1465,horse
1466,airplane
1467,truck
1468,deer
1469,frog
1470,cat
1471,dog
1472,bird
1473,frog
1474,bird
1475,bird
1476,horse
1477,bird
1478,truck
1479,truck
1480,deer
1481,bird
1482,dog
1483,ship
1484,truck
1485,bird
1486,ship
1487,bird
1488,cat
1489,horse
1490,horse
1491,airplane
1492,dog
1493,airplane
1494,cat
1495,frog
1496,airplane
1497,dog
1498,truck
1499,ship
1500,truck
1501,airplane
1502,frog
1503,ship
1504,truck
1505,horse
1506,bird
1507,airplane
1508,bird
1509,horse
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,automobile
1516,frog
1517,truck
1518,airplane
1519,bird
1520,automobile
1521,frog
1522,frog
1523,truck
1524,frog
1525,truck
1526,bird
1527,truck
1528,bird
1529,dog
1530,airplane
1531,automobile
1532,ship
1533,cat
1534,automobile
1535,automobile
1536,ship
1537,frog
1538,deer
1539,ship
1540,truck
1541,airplane
1542,cat
1543,truck
1544,deer
1545,truck
1546,bird
1547,truck
1548,frog
1549,deer
1550,deer
1551,cat
1552,truck
1553,automobile
1554,bird
1555,deer
1556,horse
1557,bird
1558,dog
1559,bird
1560,deer
1561,deer
1562,frog
1563,dog
1564,cat
1565,horse
1566,frog
1567,deer
1568,bird
1569,bird
1570,bird
1571,deer
1572,frog
1573,automobile
1574,frog
1575,cat
1576,ship
1577,truck
1578,airplane
1579,truck
1580,cat
1581,deer
1582,automobile
1583,ship
1584,truck
1585,airplane
1586,frog
1587,airplane
1588,frog
1589,deer
1590,frog
1591,frog
1592,dog
1593,bird
1594,cat
1595,dog
1596,automobile
1597,bird
1598,cat
1599,frog
1600,airplane
1601,ship
1602,truck
1603,dog
1604,cat
1605,cat
1606,deer
1607,ship
1608,horse
1609,cat
1610,frog
1611,deer
1612,truck
1613,dog
1614,truck
1615,bird
1616,airplane
1617,cat
1618,bird
1619,horse
1620,truck
1621,automobile
1622,frog
1623,automobile
1624,automobile
1625,truck
1626,cat
1627,dog
1628,frog
1629,deer
1630,bird
1631,automobile
1632,airplane
1633,airplane
1634,deer
1635,truck
1636,ship
1637,truck
1638,deer
1639,frog
1640,airplane
1641,automobile
1642,truck
1643,cat
1644,horse
1645,automobile
1646,dog
1647,truck
1648,automobile
1649,airplane
1650,automobile
1651,horse
1652,truck
1653,deer
1654,cat
1655,automobile
1656,bird
1657,automobile
1658,frog
1659,airplane
1660,truck
1661,deer
1662,truck
1663,ship
1664,ship
1665,cat
1666,automobile
1667,deer
1668,ship
1669,bird
1670,automobile
1671,truck
1672,frog
1673,dog
1674,bird
1675,truck
1676,airplane
1677,frog
1678,deer
1679,deer
1680,cat
1681,deer
1682,ship
1683,truck
1684,bird
1685,frog
1686,dog
1687,airplane
1688,airplane
1689,frog
1690,automobile
1691,frog
1692,frog
1693,automobile
1694,horse
1695,airplane
1696,dog
1697,ship
1698,automobile
1699,ship
1700,deer
1701,frog
1702,airplane
1703,airplane
1704,dog
1705,cat
1706,bird
1707,truck
1708,cat
1709,frog
1710,truck
1711,horse
1712,deer
1713,truck
1714,frog
1715,airplane
1716,deer
1717,cat
1718,horse
1719,cat
1720,automobile
1721,frog
1722,cat
1723,horse
1724,bird
1725,frog
1726,deer
1727,cat
1728,cat
1729,truck
1730,deer
1731,truck
1732,truck
1733,horse
1734,ship
1735,frog
1736,truck
1737,cat
1738,bird
1739,bird
1740,bird
1741,ship
1742,airplane
1743,frog
1744,cat
1745,airplane
1746,automobile
1747,frog
1748,dog
1749,frog
1750,cat
1751,automobile
1752,airplane
1753,cat
1754,automobile
1755,frog
1756,truck
1757,truck
1758,truck
1759,truck
1760,cat
1761,ship
1762,ship
1763,airplane
1764,cat
1765,frog
1766,airplane
1767,cat
1768,automobile
1769,airplane
1770,cat
1771,frog
1772,truck
1773,automobile
1774,frog
1775,bird
1776,deer
1777,cat
1778,frog
1779,automobile
1780,dog
1781,truck
1782,bird
1783,cat
1784,bird
1785,cat
1786,automobile
1787,truck
1788,automobile
1789,airplane
1790,cat
1791,dog
1792,truck
1793,ship
1794,ship
1795,deer
1796,bird
1797,cat
1798,bird
1799,dog
1800,automobile
1801,bird
1802,cat
1803,bird
1804,bird
1805,automobile
1806,bird
1807,cat
1808,truck
1809,truck
1810,automobile
1811,dog
1812,horse
1813,horse
1814,horse
1815,frog
1816,bird
1817,cat
1818,airplane
1819,bird
1820,dog
1821,bird
1822,horse
1823,bird
1824,deer
1825,cat
1826,frog
1827,airplane
1828,frog
1829,bird
1830,automobile
1831,truck
1832,bird
1833,airplane
1834,truck
1835,frog
1836,cat
1837,airplane
1838,horse
1839,cat
1840,cat
1841,deer
1842,deer
1843,bird
1844,horse
1845,frog
1846,bird
1847,dog
1848,airplane
1849,bird
1850,cat
1851,cat
1852,frog
1853,automobile
1854,ship
1855,cat
1856,horse
1857,frog
1858,horse
1859,deer
1860,ship
1861,horse
1862,airplane
1863,cat
1864,frog
1865,dog
1866,cat
1867,airplane
1868,cat
1869,frog
1870,frog
1871,airplane
1872,deer
1873,frog
1874,airplane
1875,automobile
1876,bird
1877,ship
1878,airplane
1879,bird
1880,automobile
1881,deer
1882,airplane
1883,bird
1884,frog
1885,cat
1886,frog
1887,automobile
1888,cat
1889,horse
1890,cat
1891,frog
1892,truck
1893,automobile
1894,frog
1895,airplane
1896,airplane
1897,dog
1898,deer
1899,automobile
1900,horse
1901,cat
1902,cat
1903,airplane
1904,ship
1905,deer
1906,frog
1907,truck
1908,dog
1909,truck
1910,truck
1911,ship
1912,dog
1913,automobile
1914,frog
1915,truck
1916,bird
1917,bird
1918,truck
1919,ship
1920,cat
1921,bird
1922,ship
1923,dog
1924,cat
1925,frog
1926,airplane
1927,frog
1928,frog
1929,dog
1930,deer
1931,ship
1932,airplane
1933,truck
1934,deer
1935,truck
1936,frog
1937,ship
1938,horse
1939,truck
1940,frog
1941,dog
1942,ship
1943,frog
1944,horse
1945,frog
1946,cat
1947,ship
1948,airplane
1949,frog
1950,dog
1951,truck
1952,bird
1953,cat
1954,deer
1955,horse
1956,deer
1957,frog
1958,cat
1959,cat
1960,airplane
1961,truck
1962,deer
1963,frog
1964,bird
1965,truck
1966,truck
1967,automobile
1968,truck
1969,automobile
1970,frog
1971,truck
1972,cat
1973,dog
1974,ship
1975,cat
1976,airplane
1977,bird
1978,ship
1979,frog
1980,airplane
1981,truck
1982,dog
1983,truck
1984,bird
1985,bird
1986,cat
1987,cat
1988,bird
1989,bird
1990,bird
1991,frog
1992,airplane
1993,cat
1994,truck
1995,frog
1996,truck
1997,ship
1998,frog
1999,frog
2000,truck
2001,bird
2002,bird
2003,truck
2004,bird
2005,horse
2006,horse
2007,ship
2008,deer
2009,dog
2010,automobile
2011,deer
2012,bird
2013,horse
2014,airplane
2015,deer
2016,dog
2017,cat
2018,deer
2019,ship
2020,airplane
2021,airplane
2022,bird
2023,deer
2024,horse
2025,cat
2026,truck
2027,bird
2028,cat
2029,bird
2030,horse
2031,deer
2032,ship
2033,frog
2034,deer
2035,truck
2036,ship
2037,airplane
2038,cat
2039,frog
2040,bird
2041,airplane
2042,deer
2043,deer
2044,dog
2045,deer
2046,cat
2047,frog
2048,dog
2049,cat
2050,truck
2051,bird
2052,bird
2053,frog
2054,horse
2055,bird
2056,airplane
2057,automobile
2058,deer
2059,bird
2060,bird
2061,cat
2062,frog
2063,frog
2064,frog
2065,cat
2066,truck
2067,ship
2068,truck
2069,bird
2070,cat
2071,frog
2072,deer
2073,deer
2074,deer
2075,deer
2076,airplane
2077,truck
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,airplane
2083,automobile
2084,airplane
2085,dog
2086,horse
2087,cat
2088,dog
2089,truck
2090,frog
2091,horse
2092,automobile
2093,ship
2094,truck
2095,frog
2096,ship
2097,truck
2098,truck
2099,bird
2100,ship
2101,horse
2102,airplane
2103,automobile
2104,dog
2105,airplane
2106,automobile
2107,airplane
2108,ship
2109,automobile
2110,frog
2111,deer
2112,horse
2113,frog
2114,automobile
2115,truck
2116,frog
2117,frog
2118,frog
2119,ship
2120,cat
2121,horse
2122,automobile
2123,deer
2124,automobile
2125,truck
2126,deer
2127,ship
2128,ship
2129,ship
2130,truck
2131,ship
2132,horse
2133,dog
2134,truck
2135,airplane
2136,cat
2137,deer
2138,truck
2139,bird
2140,horse
2141,frog
2142,automobile
2143,dog
2144,bird
2145,bird
2146,airplane
2147,bird
2148,cat
2149,frog
2150,truck
2151,truck
2152,frog
2153,automobile
2154,airplane
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,frog
2161,frog
2162,automobile
2163,ship
2164,automobile
2165,frog
2166,truck
2167,dog
2168,frog
2169,airplane
2170,frog
2171,ship
2172,horse
2173,bird
2174,airplane
2175,dog
2176,dog
2177,frog
2178,truck
2179,truck
2180,cat
2181,frog
2182,automobile
2183,horse
2184,ship
2185,bird
2186,automobile
2187,cat
2188,truck
2189,frog
2190,frog
2191,horse
2192,frog
2193,airplane
2194,automobile
2195,dog
2196,ship
2197,horse
2198,frog
2199,airplane
2200,cat
2201,airplane
2202,bird
2203,horse
2204,deer
2205,horse
2206,bird
2207,truck
2208,cat
2209,airplane
2210,frog
2211,deer
2212,airplane
2213,bird
2214,automobile
2215,truck
2216,ship
2217,truck
2218,frog
2219,frog
2220,automobile
2221,truck
2222,automobile
2223,airplane
2224,cat
2225,frog
2226,automobile
2227,airplane
2228,dog
2229,cat
2230,deer
2231,deer
2232,automobile
2233,ship
2234,airplane
2235,bird
2236,airplane
2237,cat
2238,frog
2239,ship
2240,horse
2241,ship
2242,truck
2243,deer
2244,horse
2245,cat
2246,bird
2247,frog
2248,automobile
2249,automobile
2250,airplane
2251,dog
2252,horse
2253,dog
2254,horse
2255,truck
2256,ship
2257,cat
2258,bird
2259,airplane
2260,frog
2261,airplane
2262,truck
2263,horse
2264,frog
2265,bird
2266,bird
2267,dog
2268,dog
2269,horse
2270,frog
2271,automobile
2272,ship
2273,automobile
2274,frog
2275,horse
2276,horse
2277,truck
2278,ship
2279,ship
2280,dog
2281,frog
2282,truck
2283,deer
2284,frog
2285,frog
2286,airplane
2287,truck
2288,bird
2289,ship
2290,frog
2291,dog
2292,cat
2293,dog
2294,truck
2295,cat
2296,dog
2297,frog
2298,airplane
2299,airplane
2300,cat
2301,frog
2302,horse
2303,dog
2304,airplane
2305,airplane
2306,airplane
2307,cat
2308,cat
2309,airplane
2310,cat
2311,truck
2312,automobile
2313,dog
2314,automobile
2315,truck
2316,ship
2317,frog
2318,ship
2319,frog
2320,airplane
2321,bird
2322,deer
2323,frog
2324,cat
2325,cat
2326,cat
2327,bird
2328,frog
2329,truck
2330,cat
2331,cat
2332,automobile
2333,bird
2334,automobile
2335,bird
2336,deer
2337,deer
2338,airplane
2339,airplane
2340,deer
2341,bird
2342,horse
2343,truck
2344,truck
2345,bird
2346,frog
2347,frog
2348,frog
2349,frog
2350,cat
2351,cat
2352,frog
2353,horse
2354,bird
2355,bird
2356,ship
2357,horse
2358,cat
2359,bird
2360,airplane
2361,truck
2362,frog
2363,truck
2364,frog
2365,airplane
2366,truck
2367,bird
2368,airplane
2369,truck
2370,ship
2371,horse
2372,dog
2373,ship
2374,frog
2375,airplane
2376,frog
2377,automobile
2378,ship
2379,cat
2380,truck
2381,automobile
2382,dog
2383,truck
2384,airplane
2385,bird
2386,ship
2387,ship
2388,automobile
2389,bird
2390,automobile
2391,bird
2392,automobile
2393,truck
2394,frog
2395,deer
2396,dog
2397,bird
2398,bird
2399,cat
2400,ship
2401,automobile
2402,bird
2403,airplane
2404,cat
2405,bird
2406,cat
2407,ship
2408,automobile
2409,cat
2410,frog
2411,cat
2412,ship
2413,ship
2414,cat
2415,deer
2416,cat
2417,bird
2418,frog
2419,frog
